UID,Block,Row,Pot,Population,Microbiome,Nitrogen,Replicate,Aboveground_Biomass,Belowground_Biomass
364,7,3,6,P23,Nonlocal_R,Ambient_N,5,NA,NA
365,7,4,14,P23,Nonlocal_R,Ambient_N,6,0.0418,0.0243
366,9,2,14,P23,Nonlocal_R,Ambient_N,1,0.0681,0.0940
367,1,3,20,P23,Nonlocal_R,N_Addition,1,0.6001,0.3677
368,2,1,2,P23,Nonlocal_R,N_Addition,2,NA,NA
369,5,5,12,P23,Nonlocal_R,N_Addition,3,0.1635,0.0537
370,5,5,17,P23,Nonlocal_R,N_Addition,4,0.2771,0.2309
371,6,1,12,P23,Nonlocal_R,N_Addition,5,0.9115,0.3469
372,8,1,12,P23,Nonlocal_R,N_Addition,6,NA,NA
373,2,6,20,P23,Nonlocal_U,Ambient_N,1,0.0083,0.0330
374,3,6,12,P23,Nonlocal_U,Ambient_N,2,0.0269,0.0090
375,4,2,2,P23,Nonlocal_U,Ambient_N,3,0.0270,0.0353
376,5,1,15,P23,Nonlocal_U,Ambient_N,4,NA,NA
377,6,6,3,P23,Nonlocal_U,Ambient_N,5,0.1213,0.0979
378,8,1,10,P23,Nonlocal_U,Ambient_N,6,NA,NA
379,3,5,10,P23,Nonlocal_U,N_Addition,2,NA,NA
380,3,6,5,P23,Nonlocal_U,N_Addition,3,0.1355,0.1688
381,4,2,11,P23,Nonlocal_U,N_Addition,4,0.3096,0.2367
382,4,3,2,P23,Nonlocal_U,N_Addition,5,NA,NA
383,7,3,1,P23,Nonlocal_U,N_Addition,6,0.0784,0.0545
384,9,6,1,P23,Nonlocal_U,N_Addition,1,0.4537,0.3425
385,1,2,3,P23,Local,Ambient_N,2,NA,NA
386,1,3,13,P23,Local,Ambient_N,3,0.0779,0.0600
387,6,6,4,P23,Local,Ambient_N,4,NA,NA
388,7,4,19,P23,Local,Ambient_N,5,0.4521,0.2325
389,8,6,19,P23,Local,Ambient_N,6,0.0114,0.0147
390,9,6,3,P23,Local,Ambient_N,1,0.0092,0.0223
391,1,6,4,P23,Local,N_Addition,2,0.1813,0.1781
392,2,3,14,P23,Local,N_Addition,3,0.0383,0.0571
393,3,3,5,P23,Local,N_Addition,4,NA,NA
394,5,5,9,P23,Local,N_Addition,5,0.2374,0.1495
395,8,3,1,P23,Local,N_Addition,6,NA,NA
396,9,4,2,P23,Local,N_Addition,1,0.0682,0.0493
397,1,4,12,P25,Nonlocal_R,Ambient_N,2,NA,NA
398,2,5,11,P25,Nonlocal_R,Ambient_N,3,NA,NA
399,4,6,16,P25,Nonlocal_R,Ambient_N,4,NA,NA
400,7,5,2,P25,Nonlocal_R,Ambient_N,5,NA,NA
401,8,3,20,P25,Nonlocal_R,Ambient_N,6,0.0073,0.0434
402,9,6,16,P25,Nonlocal_R,Ambient_N,1,0.0563,0.0334
403,1,6,11,P25,Nonlocal_R,N_Addition,1,0.0775,0.0552
404,4,6,7,P25,Nonlocal_R,N_Addition,3,0.2194,0.2294
405,5,2,17,P25,Nonlocal_R,N_Addition,2,0.1331,0.0873
406,5,3,16,P25,Nonlocal_R,N_Addition,4,NA,NA
407,5,6,14,P25,Nonlocal_R,N_Addition,5,0.2985,0.1141
408,8,5,17,P25,Nonlocal_R,N_Addition,6,NA,NA
409,2,3,18,P25,Nonlocal_U,Ambient_N,1,0.0055,0.0041
410,3,2,12,P25,Nonlocal_U,Ambient_N,3,NA,NA
411,3,3,10,P25,Nonlocal_U,Ambient_N,4,0.0074,0.0071
412,3,4,2,P25,Nonlocal_U,Ambient_N,6,NA,NA
413,6,2,12,P25,Nonlocal_U,Ambient_N,2,NA,NA
414,8,4,10,P25,Nonlocal_U,Ambient_N,5,NA,NA
415,1,3,8,P25,Nonlocal_U,N_Addition,2,NA,NA
416,4,6,11,P25,Nonlocal_U,N_Addition,6,NA,NA
417,7,2,5,P25,Nonlocal_U,N_Addition,4,NA,NA
418,7,3,20,P25,Nonlocal_U,N_Addition,3,NA,NA
419,8,3,17,P25,Nonlocal_U,N_Addition,5,NA,NA
420,9,5,5,P25,Nonlocal_U,N_Addition,1,NA,NA
421,2,3,8,P25,Local,Ambient_N,2,0.0061,0.0026
422,3,1,2,P25,Local,Ambient_N,3,0.0429,0.0326
423,5,2,3,P25,Local,Ambient_N,6,0.000,0.0091
424,6,2,11,P25,Local,Ambient_N,5,NA,NA
425,6,3,3,P25,Local,Ambient_N,4,NA,NA
426,9,3,8,P25,Local,Ambient_N,1,NA,NA
427,1,5,15,P25,Local,N_Addition,2,0.1096,0.2598
428,2,4,1,P25,Local,N_Addition,3,0.2298,0.0970
429,4,1,19,P25,Local,N_Addition,4,0.6736,0.2101
430,6,2,4,P25,Local,N_Addition,5,NA,NA
431,7,2,9,P25,Local,N_Addition,6,0.1291,0.0506
432,9,5,13,P25,Local,N_Addition,1,0.1872,0.1389
433,1,1,20,P26,Nonlocal_R,Ambient_N,2,0.0815,0.1026
434,6,1,3,P26,Nonlocal_R,Ambient_N,4,0.0706,0.0399
435,7,2,18,P26,Nonlocal_R,Ambient_N,5,0.0258,0.0228
436,7,4,3,P26,Nonlocal_R,Ambient_N,6,NA,NA
437,8,6,10,P26,Nonlocal_R,Ambient_N,3,0.0092,0.0091
438,9,2,4,P26,Nonlocal_R,Ambient_N,1,0.0214,0.0249
439,2,3,9,P26,Nonlocal_R,N_Addition,3,NA,NA
440,4,4,7,P26,Nonlocal_R,N_Addition,6,0.0725,0.0636
441,8,2,19,P26,Nonlocal_R,N_Addition,4,0.2214,0.1993
442,8,5,4,P26,Nonlocal_R,N_Addition,5,0.0596,0.0847
443,9,5,3,P26,Nonlocal_R,N_Addition,1,0.0819,0.0780
444,9,5,11,P26,Nonlocal_R,N_Addition,2,NA,NA
445,1,5,20,P26,Nonlocal_U,Ambient_N,2,0.0848,0.0336
446,3,6,10,P26,Nonlocal_U,Ambient_N,3,NA,NA
447,5,3,7,P26,Nonlocal_U,Ambient_N,4,0.0051,0.0116
448,6,2,20,P26,Nonlocal_U,Ambient_N,5,NA,NA
449,6,5,16,P26,Nonlocal_U,Ambient_N,6,0.0130,0.0365
450,9,6,2,P26,Nonlocal_U,Ambient_N,1,0.0386,0.0310
451,1,4,17,P26,Nonlocal_U,N_Addition,1,0.1037,0.0927
452,2,1,6,P26,Nonlocal_U,N_Addition,2,0.1155,0.1118
453,2,5,18,P26,Nonlocal_U,N_Addition,3,0.1953,0.2140
454,4,2,3,P26,Nonlocal_U,N_Addition,4,NA,NA
455,5,6,15,P26,Nonlocal_U,N_Addition,5,0.2358,0.1594
456,6,1,18,P26,Nonlocal_U,N_Addition,6,NA,NA
457,1,5,13,P26,Local,Ambient_N,1,0.0085,0.0078
458,3,3,20,P26,Local,Ambient_N,2,0.0993,0.0744
459,5,5,8,P26,Local,Ambient_N,3,NA,NA
460,5,5,14,P26,Local,Ambient_N,4,NA,NA
461,7,2,17,P26,Local,Ambient_N,5,NA,NA
462,8,5,13,P26,Local,Ambient_N,6,0.0177,0.0184
463,2,3,12,P26,Local,N_Addition,1,0.0683,0.0187
464,3,2,15,P26,Local,N_Addition,2,0.1304,0.0641
465,3,3,8,P26,Local,N_Addition,3,0.1544,0.2318
466,4,2,14,P26,Local,N_Addition,4,0.4114,0.2672
467,4,3,10,P26,Local,N_Addition,5,0.0786,0.1582
468,7,4,2,P26,Local,N_Addition,6,0.1528,0.1116
469,2,3,10,P28,Nonlocal_R,Ambient_N,6,NA,NA
470,6,1,11,P28,Nonlocal_R,Ambient_N,4,0.0136,0.0126
471,7,6,4,P28,Nonlocal_R,Ambient_N,5,0.0692,0.0534
472,9,3,6,P28,Nonlocal_R,Ambient_N,1,0.0586,0.0306
473,9,5,7,P28,Nonlocal_R,Ambient_N,3,NA,NA
474,9,6,4,P28,Nonlocal_R,Ambient_N,2,NA,NA
475,1,2,1,P28,Nonlocal_R,N_Addition,3,0.2973,0.2898
476,2,3,5,P28,Nonlocal_R,N_Addition,2,NA,NA
477,3,3,6,P28,Nonlocal_R,N_Addition,1,0.0971,0.0995
478,3,5,13,P28,Nonlocal_R,N_Addition,4,0.1271,0.1149
479,6,6,10,P28,Nonlocal_R,N_Addition,5,NA,NA
480,8,5,8,P28,Nonlocal_R,N_Addition,6,0.0403,0.1078
481,1,6,12,P28,Nonlocal_U,Ambient_N,1,NA,NA
482,2,4,7,P28,Nonlocal_U,Ambient_N,2,NA,NA
483,3,6,2,P28,Nonlocal_U,Ambient_N,3,0.0261,0.0237
484,4,2,1,P28,Nonlocal_U,Ambient_N,5,0.0442,0.0547
485,4,4,20,P28,Nonlocal_U,Ambient_N,4,0.0091,0.0299
486,8,1,1,P28,Nonlocal_U,Ambient_N,6,NA,NA
487,4,4,4,P28,Nonlocal_U,N_Addition,3,0.0857,0.0838
488,5,3,18,P28,Nonlocal_U,N_Addition,2,0.1034,0.1176
489,7,3,14,P28,Nonlocal_U,N_Addition,4,NA,NA
490,7,5,4,P28,Nonlocal_U,N_Addition,5,0.2039,0.1396
491,8,6,18,P28,Nonlocal_U,N_Addition,6,0.0813,0.1299
492,9,2,3,P28,Nonlocal_U,N_Addition,1,0.1078,0.1143
493,2,2,14,P28,Local,Ambient_N,1,0.0624,0.0378
494,3,5,18,P28,Local,Ambient_N,2,NA,NA
495,5,4,13,P28,Local,Ambient_N,6,0.1402,0.1071
496,5,6,9,P28,Local,Ambient_N,3,0.0343,0.0402
497,6,1,16,P28,Local,Ambient_N,4,NA,NA
498,7,1,1,P28,Local,Ambient_N,5,0.1226,0.0901
499,1,2,11,P28,Local,N_Addition,1,0.1659,0.1527
500,1,6,1,P28,Local,N_Addition,2,0.1288,0.0883
501,4,1,3,P28,Local,N_Addition,3,0.0672,0.0816
502,5,4,19,P28,Local,N_Addition,4,0.0538,0.0371
503,6,3,6,P28,Local,N_Addition,5,0.0706,0.0744
504,8,3,11,P28,Local,N_Addition,6,NA,NA
505,1,5,8,P29,Nonlocal_R,Ambient_N,1,0.0806,0.0464
506,4,5,4,P29,Nonlocal_R,Ambient_N,2,0.0370,0.0510
507,6,4,12,P29,Nonlocal_R,Ambient_N,3,0.0276,0.0332
508,8,2,5,P29,Nonlocal_R,Ambient_N,4,0.0136,0.0124
509,8,4,6,P29,Nonlocal_R,Ambient_N,5,0.0235,0.0215
510,9,4,8,P29,Nonlocal_R,Ambient_N,6,0.0309,0.0041
511,1,6,3,P29,Nonlocal_R,N_Addition,1,NA,NA
512,2,2,15,P29,Nonlocal_R,N_Addition,2,0.2132,0.2164
513,5,4,5,P29,Nonlocal_R,N_Addition,3,0.1937,0.1032
514,5,4,9,P29,Nonlocal_R,N_Addition,4,0.0878,0.0689
515,5,5,19,P29,Nonlocal_R,N_Addition,5,0.8302,0.4384
516,7,3,5,P29,Nonlocal_R,N_Addition,6,0.1725,0.2213
517,2,4,10,P29,Nonlocal_U,Ambient_N,1,0.0081,0.0054
518,2,5,16,P29,Nonlocal_U,Ambient_N,2,0.0516,0.0193
519,3,4,18,P29,Nonlocal_U,Ambient_N,3,0.0808,0.0611
520,7,5,13,P29,Nonlocal_U,Ambient_N,4,0.0453,0.0176
521,8,3,6,P29,Nonlocal_U,Ambient_N,5,0.0145,0.0268
522,8,4,12,P29,Nonlocal_U,Ambient_N,6,0.0232,0.0183
523,1,3,10,P29,Nonlocal_U,N_Addition,1,0.1664,0.1091
524,3,3,16,P29,Nonlocal_U,N_Addition,2,0.1401,0.1429
525,4,5,12,P29,Nonlocal_U,N_Addition,3,0.0899,0.1046
526,5,4,10,P29,Nonlocal_U,N_Addition,4,0.2135,0.1119
527,6,2,9,P29,Nonlocal_U,N_Addition,5,0.1541,0.1514
528,9,2,1,P29,Nonlocal_U,N_Addition,6,0.1307,0.0889
529,3,1,15,P29,Local,Ambient_N,1,0.0627,0.0248
530,3,3,1,P29,Local,Ambient_N,2,0.0333,0.0243
531,4,2,5,P29,Local,Ambient_N,3,0.0679,0.0499
532,4,5,1,P29,Local,Ambient_N,4,0.0644,0.0268
533,6,2,14,P29,Local,Ambient_N,5,0.6048,0.2644
534,9,2,18,P29,Local,Ambient_N,6,0.2406,0.1274
535,1,3,15,P29,Local,N_Addition,1,0.4113,0.1936
536,2,4,12,P29,Local,N_Addition,2,0.2636,0.2290
537,6,2,10,P29,Local,N_Addition,3,0.1592,0.1545
538,7,1,5,P29,Local,N_Addition,4,NA,NA
539,7,4,9,P29,Local,N_Addition,5,0.2992,0.1238
540,9,5,14,P29,Local,N_Addition,6,0.5168,0.1973
541,2,5,14,P30,Nonlocal_R,Ambient_N,3,0.8238,0.3493
542,3,4,13,P30,Nonlocal_R,Ambient_N,2,0.1012,0.0489
543,4,3,19,P30,Nonlocal_R,Ambient_N,4,0.1598,0.0963
544,6,3,16,P30,Nonlocal_R,Ambient_N,1,0.2497,0.0590
545,8,2,1,P30,Nonlocal_R,Ambient_N,5,0.1413,0.1183
546,9,4,10,P30,Nonlocal_R,Ambient_N,6,0.0509,0.0590
547,3,1,5,P30,Nonlocal_R,N_Addition,1,0.4800,0.0648
548,3,1,20,P30,Nonlocal_R,N_Addition,2,NA,NA
549,4,6,17,P30,Nonlocal_R,N_Addition,3,0.2451,0.1676
550,5,4,14,P30,Nonlocal_R,N_Addition,4,NA,NA
551,7,5,15,P30,Nonlocal_R,N_Addition,5,0.6493,0.4970
552,8,3,15,P30,Nonlocal_R,N_Addition,6,0.1141,0.1029
553,1,2,20,P30,Nonlocal_U,Ambient_N,1,0.0536,0.0741
554,2,4,5,P30,Nonlocal_U,Ambient_N,2,NA,NA
555,4,5,13,P30,Nonlocal_U,Ambient_N,3,0.0613,0.0785
556,7,4,7,P30,Nonlocal_U,Ambient_N,4,0.0564,0.0349
557,8,4,13,P30,Nonlocal_U,Ambient_N,5,0.0162,0.0229
558,8,5,15,P30,Nonlocal_U,Ambient_N,6,0.0255,0.0141
559,1,3,11,P30,Nonlocal_U,N_Addition,1,0.1604,0.1179
560,1,4,20,P30,Nonlocal_U,N_Addition,2,0.3085,0.1607
561,4,5,6,P30,Nonlocal_U,N_Addition,3,0.2503,0.2568
562,7,3,17,P30,Nonlocal_U,N_Addition,4,0.2747,0.2280
563,7,6,17,P30,Nonlocal_U,N_Addition,5,0.2216,0.1182
564,9,6,13,P30,Nonlocal_U,N_Addition,6,0.3169,0.3155
565,1,6,6,P30,Local,Ambient_N,1,NA,NA
566,2,2,18,P30,Local,Ambient_N,2,0.0346,0.0264
567,5,6,6,P30,Local,Ambient_N,3,0.0713,0.0533
568,6,1,17,P30,Local,Ambient_N,4,0.3808,0.1990
569,9,2,15,P30,Local,Ambient_N,5,0.4009,0.3138
570,9,3,4,P30,Local,Ambient_N,6,0.0466,0.0257
571,2,5,9,P30,Local,N_Addition,1,0.3871,0.1337
572,3,5,4,P30,Local,N_Addition,2,0.0922,0.0785
573,5,2,13,P30,Local,N_Addition,3,0.2813,0.1271
574,5,5,13,P30,Local,N_Addition,4,0.0477,0.0472
575,6,4,5,P30,Local,N_Addition,5,0.3317,0.3048
576,6,5,7,P30,Local,N_Addition,6,NA,NA
577,1,1,19,P31,Nonlocal_R,Ambient_N,1,NA,NA
578,4,5,15,P31,Nonlocal_R,Ambient_N,2,0.0475,0.0377
579,5,4,15,P31,Nonlocal_R,Ambient_N,3,0.0336,0.0371
580,6,5,13,P31,Nonlocal_R,Ambient_N,4,0.000,0.0101
581,7,4,20,P31,Nonlocal_R,Ambient_N,5,0.1661,0.1143
582,9,3,9,P31,Nonlocal_R,Ambient_N,6,0.0172,0.0158
583,1,2,14,P31,Nonlocal_R,N_Addition,1,NA,NA
584,1,3,6,P31,Nonlocal_R,N_Addition,2,NA,NA
585,2,6,17,P31,Nonlocal_R,N_Addition,3,0.2400,0.1563
586,5,5,4,P31,Nonlocal_R,N_Addition,4,0.1499,0.1382
587,7,3,2,P31,Nonlocal_R,N_Addition,5,NA,NA
588,9,6,15,P31,Nonlocal_R,N_Addition,6,0.0888,0.0952
589,3,3,15,P31,Nonlocal_U,Ambient_N,1,0.0253,0.0119
590,4,1,6,P31,Nonlocal_U,Ambient_N,2,0.0381,0.0347
591,6,1,9,P31,Nonlocal_U,Ambient_N,5,0.0036,0.0030
592,7,2,6,P31,Nonlocal_U,Ambient_N,4,0.0095,0.0071
593,8,4,7,P31,Nonlocal_U,Ambient_N,3,0.2953,0.1119
594,9,3,7,P31,Nonlocal_U,Ambient_N,6,0.0240,0.0120
595,2,5,17,P31,Nonlocal_U,N_Addition,1,0.1127,0.0635
596,2,6,9,P31,Nonlocal_U,N_Addition,2,0.0382,0.0303
597,3,2,18,P31,Nonlocal_U,N_Addition,3,0.2094,0.0888
598,4,5,2,P31,Nonlocal_U,N_Addition,4,NA,NA
599,6,4,16,P31,Nonlocal_U,N_Addition,5,0.0513,0.0489
600,8,4,3,P31,Nonlocal_U,N_Addition,6,0.0981,0.0535
601,1,3,5,P31,Local,Ambient_N,1,0.0278,0.0256
602,3,4,14,P31,Local,Ambient_N,2,NA,NA
603,4,3,9,P31,Local,Ambient_N,3,0.0162,0.0105
604,5,5,3,P31,Local,Ambient_N,5,NA,NA
605,6,3,11,P31,Local,Ambient_N,4,NA,NA
606,8,5,6,P31,Local,Ambient_N,6,0.0157,0.0156
607,2,6,6,P31,Local,N_Addition,1,0.0757,0.0609
608,3,6,3,P31,Local,N_Addition,2,0.1598,0.0631
609,5,6,2,P31,Local,N_Addition,3,NA,NA
610,7,1,3,P31,Local,N_Addition,4,0.5673,0.2969
611,8,2,17,P31,Local,N_Addition,5,0.0493,0.0182
612,9,4,19,P31,Local,N_Addition,6,0.2291,0.0761
613,5,1,6,P32,Nonlocal_R,Ambient_N,1,0.0892,0.0777
614,6,1,20,P32,Nonlocal_R,Ambient_N,3,0.0561,0.0760
615,8,6,6,P32,Nonlocal_R,Ambient_N,4,0.1305,0.0435
616,9,1,9,P32,Nonlocal_R,Ambient_N,5,0.1466,0.0418
617,9,4,20,P32,Nonlocal_R,Ambient_N,2,0.0675,0.0345
618,9,5,4,P32,Nonlocal_R,Ambient_N,6,0.0106,0.0187
619,3,4,15,P32,Nonlocal_R,N_Addition,1,0.1875,0.0712
620,3,5,9,P32,Nonlocal_R,N_Addition,2,0.3089,0.1544
621,4,1,13,P32,Nonlocal_R,N_Addition,3,0.2775,0.1602
622,4,2,19,P32,Nonlocal_R,N_Addition,4,0.3805,0.4013
623,6,3,14,P32,Nonlocal_R,N_Addition,5,0.3069,0.4822
624,7,5,10,P32,Nonlocal_R,N_Addition,6,0.0811,0.0301
625,1,1,7,P32,Nonlocal_U,Ambient_N,1,0.0242,0.0223
626,1,3,14,P32,Nonlocal_U,Ambient_N,2,0.0412,0.0182
627,2,2,12,P32,Nonlocal_U,Ambient_N,3,0.0132,0.0112
628,6,2,5,P32,Nonlocal_U,Ambient_N,4,0.0237,0.0109
629,7,3,15,P32,Nonlocal_U,Ambient_N,5,0.0162,0.0258
630,7,5,19,P32,Nonlocal_U,Ambient_N,6,0.0395,0.0143
631,1,4,3,P32,Nonlocal_U,N_Addition,1,0.0571,0.0218
632,1,6,20,P32,Nonlocal_U,N_Addition,2,0.4107,0.2399
633,3,4,5,P32,Nonlocal_U,N_Addition,3,0.1126,0.1713
634,5,2,15,P32,Nonlocal_U,N_Addition,5,0.2389,0.0843
635,7,5,16,P32,Nonlocal_U,N_Addition,4,0.1020,0.0941
636,8,1,14,P32,Nonlocal_U,N_Addition,6,0.3990,0.2184
637,2,1,3,P32,Local,Ambient_N,1,0.0195,0.0204
638,4,3,5,P32,Local,Ambient_N,2,0.0226,0.0321
639,6,3,7,P32,Local,Ambient_N,3,0.0271,0.0165
640,8,2,14,P32,Local,Ambient_N,4,0.1247,0.0913
641,8,4,5,P32,Local,Ambient_N,5,0.1464,0.1247
642,9,5,18,P32,Local,Ambient_N,6,NA,NA
643,2,4,3,P32,Local,N_Addition,1,0.2455,0.1295
644,2,5,5,P32,Local,N_Addition,2,0.1689,0.0942
645,3,5,7,P32,Local,N_Addition,3,0.2552,0.0926
646,4,3,1,P32,Local,N_Addition,4,0.1111,0.0933
647,5,3,11,P32,Local,N_Addition,5,NA,NA
648,5,4,11,P32,Local,N_Addition,6,0.2327,0.1316
649,1,2,18,P34,Nonlocal_R,Ambient_N,1,NA,NA
650,6,2,8,P34,Nonlocal_R,Ambient_N,2,NA,NA
651,7,1,14,P34,Nonlocal_R,Ambient_N,3,NA,NA
652,7,2,16,P34,Nonlocal_R,Ambient_N,4,0.0501,0.0423
653,8,1,11,P34,Nonlocal_R,Ambient_N,5,0.0357,0.0226
654,9,4,11,P34,Nonlocal_R,Ambient_N,6,0.0133,0.0149
655,2,5,2,P34,Nonlocal_R,N_Addition,1,0.0996,0.1004
656,3,3,9,P34,Nonlocal_R,N_Addition,2,0.0319,0.0543
657,4,6,1,P34,Nonlocal_R,N_Addition,3,0.0790,0.0585
658,5,2,7,P34,Nonlocal_R,N_Addition,4,0.1160,0.0813
659,5,6,17,P34,Nonlocal_R,N_Addition,5,0.0388,0.0906
660,8,6,1,P34,Nonlocal_R,N_Addition,6,0.0365,0.0976
661,2,6,8,P34,Nonlocal_U,Ambient_N,1,0.0504,0.0378
662,3,5,19,P34,Nonlocal_U,Ambient_N,2,0.0532,0.0515
663,6,3,15,P34,Nonlocal_U,Ambient_N,3,0.0538,0.0606
664,7,5,9,P34,Nonlocal_U,Ambient_N,4,0.0023,0.000
665,9,2,12,P34,Nonlocal_U,Ambient_N,5,NA,NA
666,9,3,1,P34,Nonlocal_U,Ambient_N,6,0.0242,0.0249
667,2,1,5,P34,Nonlocal_U,N_Addition,1,0.1033,0.1142
668,2,3,2,P34,Nonlocal_U,N_Addition,2,0.1362,0.1025
669,4,6,10,P34,Nonlocal_U,N_Addition,3,0.4727,0.2934
670,5,6,19,P34,Nonlocal_U,N_Addition,4,0.1094,0.0659
671,6,3,4,P34,Nonlocal_U,N_Addition,5,0.0812,0.0724
672,6,5,8,P34,Nonlocal_U,N_Addition,6,0.1733,0.0912
673,1,6,2,P34,Local,Ambient_N,2,0.0249,0.0361
674,1,6,15,P34,Local,Ambient_N,1,0.0915,0.0713
675,3,1,17,P34,Local,Ambient_N,3,0.0853,0.0501
676,3,4,19,P34,Local,Ambient_N,4,0.0792,0.0529
677,7,2,14,P34,Local,Ambient_N,5,0.0542,0.0478
678,8,4,19,P34,Local,Ambient_N,6,0.0378,0.0321
679,1,6,17,P34,Local,N_Addition,1,0.1952,0.0735
680,4,3,18,P34,Local,N_Addition,2,NA,NA
681,4,5,10,P34,Local,N_Addition,3,NA,NA
682,5,5,15,P34,Local,N_Addition,4,0.4864,0.1755
683,8,2,18,P34,Local,N_Addition,5,0.3344,0.2774
684,9,3,14,P34,Local,N_Addition,6,0.2629,0.2597
685,1,5,18,P36,Nonlocal_R,Ambient_N,1,0.0625,0.0424
686,2,4,6,P36,Nonlocal_R,Ambient_N,2,NA,NA
687,3,6,13,P36,Nonlocal_R,Ambient_N,3,0.0477,0.0352
688,4,2,16,P36,Nonlocal_R,Ambient_N,4,0.0383,0.0446
689,8,1,15,P36,Nonlocal_R,Ambient_N,5,0.3937,0.0368
690,9,4,14,P36,Nonlocal_R,Ambient_N,6,0.0716,0.0589
691,1,5,5,P36,Nonlocal_R,N_Addition,1,0.0060,0.0586
692,2,6,14,P36,Nonlocal_R,N_Addition,2,0.1221,0.1416
693,3,1,19,P36,Nonlocal_R,N_Addition,3,0.2449,0.4462
694,6,5,14,P36,Nonlocal_R,N_Addition,4,0.4079,0.2754
695,8,6,13,P36,Nonlocal_R,N_Addition,5,0.1340,0.1528
696,9,2,6,P36,Nonlocal_R,N_Addition,6,0.1683,0.1329
697,1,5,1,P36,Nonlocal_U,Ambient_N,4,0.1250,0.0728
698,3,1,7,P36,Nonlocal_U,Ambient_N,2,0.0745,0.0572
699,5,1,17,P36,Nonlocal_U,Ambient_N,3,0.0908,0.0738
700,6,5,18,P36,Nonlocal_U,Ambient_N,1,0.1366,0.1096
701,7,2,15,P36,Nonlocal_U,Ambient_N,5,NA,NA
702,7,4,5,P36,Nonlocal_U,Ambient_N,6,0.0165,0.0439
703,1,2,15,P36,Nonlocal_U,N_Addition,1,0.1167,0.1011
704,4,1,10,P36,Nonlocal_U,N_Addition,2,0.1036,0.0734
705,5,2,5,P36,Nonlocal_U,N_Addition,3,NA,NA
706,5,6,11,P36,Nonlocal_U,N_Addition,4,0.3730,0.1967
707,7,6,1,P36,Nonlocal_U,N_Addition,5,0.1381,0.1073
708,9,3,19,P36,Nonlocal_U,N_Addition,6,0.1084,0.1049
709,2,1,7,P36,Local,Ambient_N,1,0.0738,0.0676
710,4,4,15,P36,Local,Ambient_N,2,0.0218,0.0283
711,5,6,10,P36,Local,Ambient_N,3,0.0744,0.0433
712,6,5,2,P36,Local,Ambient_N,4,0.0298,0.0329
713,7,6,2,P36,Local,Ambient_N,5,0.0175,0.0124
714,8,1,7,P36,Local,Ambient_N,6,0.0822,0.0973
715,2,3,11,P36,Local,N_Addition,1,NA,NA
716,3,4,16,P36,Local,N_Addition,2,0.1684,0.0916
717,4,2,17,P36,Local,N_Addition,3,0.1685,0.1042
718,6,1,5,P36,Local,N_Addition,4,NA,NA
719,8,5,20,P36,Local,N_Addition,5,0.4811,0.3284
720,9,4,3,P36,Local,N_Addition,6,0.0737,0.0840
721,2,6,5,P37,Nonlocal_R,Ambient_N,1,0.0530,0.0399
722,4,6,13,P37,Nonlocal_R,Ambient_N,2,0.0559,0.0648
723,5,1,7,P37,Nonlocal_R,Ambient_N,3,0.0677,0.0671
