UID,Block,Row,Pot,Population,Microbiome,Nitrogen,Replicate,Aboveground_Biomass,Belowground_Biomass
724,5,4,3,P37,Nonlocal_R,Ambient_N,4,0.0128,0.0199
725,5,6,3,P37,Nonlocal_R,Ambient_N,5,NA,NA
726,6,4,1,P37,Nonlocal_R,Ambient_N,6,0.0277,0.0187
727,3,2,8,P37,Nonlocal_R,N_Addition,1,0.0453,0.0582
728,4,5,8,P37,Nonlocal_R,N_Addition,2,0.2089,0.1456
729,4,6,18,P37,Nonlocal_R,N_Addition,3,0.1024,0.0484
730,7,4,6,P37,Nonlocal_R,N_Addition,4,0.0842,0.0599
731,8,1,2,P37,Nonlocal_R,N_Addition,5,0.2309,0.2162
732,9,2,11,P37,Nonlocal_R,N_Addition,6,0.1805,0.0901
733,2,5,8,P37,Nonlocal_U,Ambient_N,1,0.0424,0.0308
734,7,2,7,P37,Nonlocal_U,Ambient_N,2,0.0256,0.0452
735,7,4,12,P37,Nonlocal_U,Ambient_N,3,0.1003,0.0690
736,8,6,17,P37,Nonlocal_U,Ambient_N,4,0.1353,0.0529
737,9,1,4,P37,Nonlocal_U,Ambient_N,5,NA,NA
738,9,5,2,P37,Nonlocal_U,Ambient_N,6,0.0021,0.0021
739,1,5,17,P37,Nonlocal_U,N_Addition,1,0.0703,0.0636
740,2,2,13,P37,Nonlocal_U,N_Addition,2,0.1218,0.1158
741,3,2,19,P37,Nonlocal_U,N_Addition,3,0.1152,0.1040
742,3,4,8,P37,Nonlocal_U,N_Addition,4,0.7229,0.3409
743,5,2,20,P37,Nonlocal_U,N_Addition,5,0.0739,0.0407
744,8,2,12,P37,Nonlocal_U,N_Addition,6,0.0488,0.0358
745,1,2,10,P37,Local,Ambient_N,1,0.0574,0.0681
746,1,4,7,P37,Local,Ambient_N,2,0.0372,0.0433
747,2,5,13,P37,Local,Ambient_N,3,0.0678,0.0214
748,3,1,18,P37,Local,Ambient_N,4,0.1199,0.0713
749,4,5,7,P37,Local,Ambient_N,5,0.0464,0.0643
750,6,4,2,P37,Local,Ambient_N,6,0.0690,0.0659
751,1,5,10,P37,Local,N_Addition,1,0.0825,0.1025
752,6,4,13,P37,Local,N_Addition,2,0.4762,0.2349
753,6,6,8,P37,Local,N_Addition,3,0.4662,0.4164
754,7,5,20,P37,Local,N_Addition,4,0.1187,0.0266
755,8,5,18,P37,Local,N_Addition,5,NA,NA
756,9,2,2,P37,Local,N_Addition,6,0.1551,0.1353
757,2,2,11,P38,Nonlocal_R,Ambient_N,1,0.0349,0.0153
758,5,1,2,P38,Nonlocal_R,Ambient_N,2,0.0286,0.0181
759,5,3,20,P38,Nonlocal_R,Ambient_N,3,0.1066,0.0710
760,6,6,13,P38,Nonlocal_R,Ambient_N,4,0.0135,0.0311
761,7,5,18,P38,Nonlocal_R,Ambient_N,5,0.0041,0.000
762,9,4,15,P38,Nonlocal_R,Ambient_N,6,0.0410,0.0426
763,2,6,1,P38,Nonlocal_R,N_Addition,1,0.0902,0.0993
764,4,4,18,P38,Nonlocal_R,N_Addition,2,0.2007,0.2187
765,4,5,17,P38,Nonlocal_R,N_Addition,3,0.1390,0.1339
766,5,1,9,P38,Nonlocal_R,N_Addition,4,0.9428,0.6575
767,5,2,18,P38,Nonlocal_R,N_Addition,5,NA,NA
768,7,1,16,P38,Nonlocal_R,N_Addition,6,0.6829,0.2831
769,1,4,1,P38,Nonlocal_U,Ambient_N,1,0.0084,0.0123
770,3,1,8,P38,Nonlocal_U,Ambient_N,2,0.0241,0.0306
771,3,2,7,P38,Nonlocal_U,Ambient_N,3,0.0169,0.0036
772,4,3,11,P38,Nonlocal_U,Ambient_N,4,0.0305,0.0115
773,4,6,3,P38,Nonlocal_U,Ambient_N,5,0.7265,0.2447
774,7,1,15,P38,Nonlocal_U,Ambient_N,6,0.0106,0.0072
775,1,3,3,P38,Nonlocal_U,N_Addition,1,0.1297,0.1495
776,3,2,4,P38,Nonlocal_U,N_Addition,2,0.0525,0.0462
777,3,6,7,P38,Nonlocal_U,N_Addition,3,0.2989,0.1857
778,6,2,6,P38,Nonlocal_U,N_Addition,4,0.1608,0.1403
779,6,4,9,P38,Nonlocal_U,N_Addition,5,0.2312,0.1695
780,8,1,5,P38,Nonlocal_U,N_Addition,6,0.1872,0.1471
781,1,2,19,P38,Local,Ambient_N,1,0.0234,0.0513
782,2,4,16,P38,Local,Ambient_N,2,0.1411,0.0970
783,7,2,10,P38,Local,Ambient_N,3,0.0103,0.0097
784,8,3,18,P38,Local,Ambient_N,4,0.0348,0.0276
785,9,1,16,P38,Local,Ambient_N,5,0.0240,0.0253
786,9,3,10,P38,Local,Ambient_N,6,0.0085,0.0061
787,1,5,7,P38,Local,N_Addition,1,0.2008,0.2085
788,2,2,7,P38,Local,N_Addition,2,NA,NA
789,6,5,15,P38,Local,N_Addition,3,0.2078,0.1841
790,8,1,3,P38,Local,N_Addition,4,0.1019,0.2227
791,8,5,7,P38,Local,N_Addition,5,NA,NA
792,9,2,10,P38,Local,N_Addition,6,0.0086,0.0203
793,1,4,19,P39,Nonlocal_R,Ambient_N,1,0.0317,0.0554
794,2,1,8,P39,Nonlocal_R,Ambient_N,2,0.000,0.0131
795,3,2,11,P39,Nonlocal_R,Ambient_N,3,0.0212,0.0250
796,4,3,7,P39,Nonlocal_R,Ambient_N,4,0.0175,0.0264
797,4,4,3,P39,Nonlocal_R,Ambient_N,5,0.0278,0.0352
798,5,1,10,P39,Nonlocal_R,Ambient_N,6,0.0287,0.0329
799,1,1,6,P39,Nonlocal_R,N_Addition,1,0.1746,0.1612
800,4,2,18,P39,Nonlocal_R,N_Addition,2,0.2731,0.0994
801,6,2,13,P39,Nonlocal_R,N_Addition,3,0.4412,0.4174
802,6,4,8,P39,Nonlocal_R,N_Addition,4,0.6870,0.2069
803,8,6,5,P39,Nonlocal_R,N_Addition,5,0.1488,0.0956
804,9,3,13,P39,Nonlocal_R,N_Addition,6,0.2934,0.1725
805,2,5,1,P39,Nonlocal_U,Ambient_N,1,0.1035,0.0557
806,2,6,16,P39,Nonlocal_U,Ambient_N,2,0.2504,0.1604
807,3,1,3,P39,Nonlocal_U,Ambient_N,3,0.0863,0.0415
808,7,4,18,P39,Nonlocal_U,Ambient_N,4,0.2155,0.0800
809,8,1,19,P39,Nonlocal_U,Ambient_N,5,0.2601,0.2573
810,9,1,18,P39,Nonlocal_U,Ambient_N,6,0.0962,0.0766
811,1,6,8,P39,Nonlocal_U,N_Addition,1,0.0846,0.0679
812,5,1,16,P39,Nonlocal_U,N_Addition,2,0.0651,0.0591
813,7,5,3,P39,Nonlocal_U,N_Addition,3,0.1916,0.0772
814,8,2,2,P39,Nonlocal_U,N_Addition,4,0.1314,0.1119
815,9,3,17,P39,Nonlocal_U,N_Addition,5,0.1291,0.0785
816,9,5,10,P39,Nonlocal_U,N_Addition,6,0.1518,0.1415
817,2,3,15,P39,Local,Ambient_N,1,0.0262,0.0314
818,3,1,16,P39,Local,Ambient_N,2,0.0042,0.0039
819,5,6,5,P39,Local,Ambient_N,3,0.0055,0.000
820,6,6,9,P39,Local,Ambient_N,4,0.0452,0.0284
821,7,5,5,P39,Local,Ambient_N,5,NA,NA
822,8,3,13,P39,Local,Ambient_N,6,0.0587,0.0544
823,1,3,18,P39,Local,N_Addition,1,0.1691,0.1013
824,3,4,20,P39,Local,N_Addition,2,0.4232,0.2203
825,4,2,10,P39,Local,N_Addition,3,0.2252,0.1264
826,5,3,17,P39,Local,N_Addition,4,0.1575,0.0962
827,6,3,17,P39,Local,N_Addition,5,0.2759,0.3484
828,7,1,6,P39,Local,N_Addition,6,0.1268,0.0653
829,1,3,1,P41,Nonlocal_R,Ambient_N,1,0.0499,0.0555
830,2,5,20,P41,Nonlocal_R,Ambient_N,2,0.1927,0.2363
831,3,2,17,P41,Nonlocal_R,Ambient_N,3,0.1535,0.0604
832,4,3,4,P41,Nonlocal_R,Ambient_N,4,0.0101,0.0056
833,5,6,16,P41,Nonlocal_R,Ambient_N,5,0.0441,0.0543
834,6,6,18,P41,Nonlocal_R,Ambient_N,6,0.000,0.0308
835,2,1,16,P41,Nonlocal_R,N_Addition,1,0.0484,0.0238
836,5,3,8,P41,Nonlocal_R,N_Addition,2,0.0381,0.0298
837,8,3,4,P41,Nonlocal_R,N_Addition,3,0.0240,0.0228
838,8,3,7,P41,Nonlocal_R,N_Addition,4,0.0825,0.0826
839,8,5,9,P41,Nonlocal_R,N_Addition,5,0.0822,0.0463
840,9,5,6,P41,Nonlocal_R,N_Addition,6,0.1017,0.1669
841,3,1,13,P41,Nonlocal_U,Ambient_N,1,0.0350,0.0338
842,3,2,2,P41,Nonlocal_U,Ambient_N,2,0.0236,0.0208
843,4,2,13,P41,Nonlocal_U,Ambient_N,3,0.0425,0.0604
844,5,1,13,P41,Nonlocal_U,Ambient_N,4,0.0400,0.0289
845,6,3,8,P41,Nonlocal_U,Ambient_N,5,0.0804,0.0147
846,9,6,9,P41,Nonlocal_U,Ambient_N,6,0.0534,0.0280
847,1,2,5,P41,Nonlocal_U,N_Addition,1,0.2887,0.1432
848,2,3,6,P41,Nonlocal_U,N_Addition,2,0.1125,0.0621
849,4,6,12,P41,Nonlocal_U,N_Addition,3,0.6152,0.2707
850,6,4,14,P41,Nonlocal_U,N_Addition,4,0.1023,0.0759
851,7,3,19,P41,Nonlocal_U,N_Addition,5,0.2076,0.0816
852,9,6,10,P41,Nonlocal_U,N_Addition,6,0.1587,0.1449
853,1,1,5,P41,Local,Ambient_N,1,NA,NA
854,2,5,7,P41,Local,Ambient_N,2,0.0231,0.0344
855,3,5,3,P41,Local,Ambient_N,3,0.0127,0.0152
856,6,1,14,P41,Local,Ambient_N,4,0.0326,0.0273
857,8,1,4,P41,Local,Ambient_N,5,0.0145,0.0125
858,9,1,1,P41,Local,Ambient_N,6,NA,NA
859,1,6,19,P41,Local,N_Addition,1,0.0356,0.0522
860,4,2,6,P41,Local,N_Addition,2,0.2529,0.1343
861,5,2,2,P41,Local,N_Addition,3,0.0989,0.0863
862,7,1,18,P41,Local,N_Addition,4,NA,NA
863,7,2,20,P41,Local,N_Addition,5,0.1803,0.0529
864,7,5,17,P41,Local,N_Addition,6,0.1027,0.1004
865,1,1,11,P43,Nonlocal_R,Ambient_N,1,0.0414,0.0428
866,1,1,17,P43,Nonlocal_R,Ambient_N,2,0.0297,0.0371
867,2,2,2,P43,Nonlocal_R,Ambient_N,3,0.0355,0.0531
868,6,2,3,P43,Nonlocal_R,Ambient_N,4,0.0356,0.0352
869,7,1,9,P43,Nonlocal_R,Ambient_N,5,0.0270,0.0307
870,7,3,7,P43,Nonlocal_R,Ambient_N,6,0.0571,0.0454
871,1,1,8,P43,Nonlocal_R,N_Addition,1,NA,NA
872,2,6,13,P43,Nonlocal_R,N_Addition,2,0.0777,0.1199
873,4,4,5,P43,Nonlocal_R,N_Addition,3,0.0644,0.0763
874,5,1,8,P43,Nonlocal_R,N_Addition,4,0.0320,0.0542
875,5,4,6,P43,Nonlocal_R,N_Addition,5,0.0263,0.0286
876,9,2,5,P43,Nonlocal_R,N_Addition,6,0.0515,0.0408
877,3,3,14,P43,Nonlocal_U,Ambient_N,1,0.0082,0.0099
878,3,5,11,P43,Nonlocal_U,Ambient_N,2,NA,NA
879,4,5,14,P43,Nonlocal_U,Ambient_N,3,NA,NA
880,5,3,2,P43,Nonlocal_U,Ambient_N,4,NA,NA
881,6,3,9,P43,Nonlocal_U,Ambient_N,5,0.1453,0.0511
882,8,3,14,P43,Nonlocal_U,Ambient_N,6,0.0194,0.0207
883,2,1,12,P43,Nonlocal_U,N_Addition,1,0.1070,0.1039
884,3,5,6,P43,Nonlocal_U,N_Addition,2,0.0702,0.0874
885,6,6,1,P43,Nonlocal_U,N_Addition,3,0.0405,0.0332
886,8,4,17,P43,Nonlocal_U,N_Addition,4,0.1042,0.0804
887,8,5,11,P43,Nonlocal_U,N_Addition,5,0.0555,0.0627
888,9,1,7,P43,Nonlocal_U,N_Addition,6,0.0314,0.0410
889,1,1,2,P43,Local,Ambient_N,1,NA,NA
890,3,1,11,P43,Local,Ambient_N,2,0.0201,0.0257
891,4,1,8,P43,Local,Ambient_N,3,0.0597,0.0467
892,5,2,9,P43,Local,Ambient_N,4,0.0178,0.0223
893,6,5,6,P43,Local,Ambient_N,5,0.0161,0.0050
894,9,5,16,P43,Local,Ambient_N,6,0.0206,0.0207
895,2,6,11,P43,Local,N_Addition,1,0.2228,0.1193
896,4,1,4,P43,Local,N_Addition,2,0.0127,0.0127
897,7,4,1,P43,Local,N_Addition,3,0.0324,0.0317
898,7,4,8,P43,Local,N_Addition,4,0.0631,0.0675
899,8,5,12,P43,Local,N_Addition,5,0.0956,0.0495
900,9,6,12,P43,Local,N_Addition,6,0.0455,0.0482
901,3,3,3,P47,Nonlocal_R,Ambient_N,1,0.0148,0.0163
902,3,3,11,P47,Nonlocal_R,Ambient_N,2,0.0424,0.0385
903,4,2,7,P47,Nonlocal_R,Ambient_N,3,0.1386,0.0703
904,7,1,8,P47,Nonlocal_R,Ambient_N,4,0.1326,0.1501
905,8,6,9,P47,Nonlocal_R,Ambient_N,5,0.0981,0.0754
906,9,3,5,P47,Nonlocal_R,Ambient_N,6,0.0928,0.0206
907,1,1,4,P47,Nonlocal_R,N_Addition,1,0.0441,0.0498
908,2,6,2,P47,Nonlocal_R,N_Addition,2,0.2110,0.1147
909,3,2,10,P47,Nonlocal_R,N_Addition,3,0.4180,0.1691
910,4,3,8,P47,Nonlocal_R,N_Addition,4,0.2269,0.1351
911,4,5,11,P47,Nonlocal_R,N_Addition,5,0.0822,0.0423
912,7,1,20,P47,Nonlocal_R,N_Addition,6,1.5390,0.6891
913,3,1,12,P47,Nonlocal_U,Ambient_N,1,0.0682,0.0250
914,5,3,4,P47,Nonlocal_U,Ambient_N,2,0.0548,0.0333
915,6,3,10,P47,Nonlocal_U,Ambient_N,4,0.0250,0.0205
916,6,3,18,P47,Nonlocal_U,Ambient_N,3,0.0650,0.0456
917,8,3,3,P47,Nonlocal_U,Ambient_N,5,0.0099,0.0195
918,9,6,18,P47,Nonlocal_U,Ambient_N,6,0.1883,0.1332
919,1,5,11,P47,Nonlocal_U,N_Addition,1,0.1950,0.1303
920,5,2,19,P47,Nonlocal_U,N_Addition,2,NA,NA
921,5,6,20,P47,Nonlocal_U,N_Addition,3,0.2277,0.2719
922,6,2,16,P47,Nonlocal_U,N_Addition,4,0.6443,0.2817
923,7,6,18,P47,Nonlocal_U,N_Addition,5,0.7101,0.2943
924,9,4,17,P47,Nonlocal_U,N_Addition,6,0.1585,0.0920
925,1,1,18,P47,Local,Ambient_N,1,0.7858,0.6368
926,1,5,16,P47,Local,Ambient_N,2,0.0711,0.0940
927,2,3,13,P47,Local,Ambient_N,3,0.0084,0.0153
928,5,4,8,P47,Local,Ambient_N,4,0.0428,0.0352
929,6,1,6,P47,Local,Ambient_N,5,0.0337,0.0424
930,8,5,1,P47,Local,Ambient_N,6,0.2744,0.1224
931,2,3,4,P47,Local,N_Addition,1,0.0224,0.0110
932,2,5,3,P47,Local,N_Addition,2,1.8337,0.0792
933,4,1,18,P47,Local,N_Addition,3,1.5153,0.5058
934,7,4,13,P47,Local,N_Addition,4,1.9695,0.8251
935,8,2,20,P47,Local,N_Addition,5,NA,NA
936,9,6,6,P47,Local,N_Addition,6,0.1666,0.0734
937,1,6,9,P48,Nonlocal_R,Ambient_N,1,0.0210,0.0377
938,3,6,17,P48,Nonlocal_R,Ambient_N,2,0.0116,0.0169
939,4,1,9,P48,Nonlocal_R,Ambient_N,3,NA,NA
940,4,3,16,P48,Nonlocal_R,Ambient_N,4,0.0128,0.0085
941,5,5,11,P48,Nonlocal_R,Ambient_N,5,0.0061,0.0065
942,8,3,12,P48,Nonlocal_R,Ambient_N,6,0.2792,0.1130
943,2,6,7,P48,Nonlocal_R,N_Addition,1,0.0208,0.0235
944,3,6,1,P48,Nonlocal_R,N_Addition,2,0.1048,0.1372
945,7,1,12,P48,Nonlocal_R,N_Addition,3,NA,NA
946,7,2,1,P48,Nonlocal_R,N_Addition,4,0.2081,0.0718
947,8,6,8,P48,Nonlocal_R,N_Addition,5,0.0635,0.0716
948,9,4,12,P48,Nonlocal_R,N_Addition,6,0.0677,0.0469
949,1,2,13,P48,Nonlocal_U,Ambient_N,1,NA,NA
950,1,3,19,P48,Nonlocal_U,Ambient_N,2,0.0512,0.0798
951,3,6,9,P48,Nonlocal_U,Ambient_N,3,0.0157,0.0134
952,5,5,6,P48,Nonlocal_U,Ambient_N,4,NA,NA
953,6,4,20,P48,Nonlocal_U,Ambient_N,5,0.1571,0.0985
954,7,4,15,P48,Nonlocal_U,Ambient_N,6,0.0293,0.0408
955,4,6,20,P48,Nonlocal_U,N_Addition,1,0.3071,0.3567
956,6,1,7,P48,Nonlocal_U,N_Addition,2,0.2155,0.0920
957,6,6,5,P48,Nonlocal_U,N_Addition,3,0.0996,0.0555
958,7,1,19,P48,Nonlocal_U,N_Addition,4,NA,NA
959,9,4,16,P48,Nonlocal_U,N_Addition,5,NA,NA
960,9,5,9,P48,Nonlocal_U,N_Addition,6,NA,NA
961,2,2,1,P48,Local,Ambient_N,1,NA,NA
962,2,2,6,P48,Local,Ambient_N,2,0.0181,0.0200
963,3,4,10,P48,Local,Ambient_N,3,0.0045,0.0008
964,5,4,16,P48,Local,Ambient_N,4,NA,NA
965,8,4,18,P48,Local,Ambient_N,5,0.0518,0.0341
966,9,4,18,P48,Local,Ambient_N,6,0.0046,0.0043
967,1,4,6,P48,Local,N_Addition,1,0.0280,0.0364
968,2,1,18,P48,Local,N_Addition,2,0.0857,0.0862
969,4,4,9,P48,Local,N_Addition,3,NA,NA
970,5,4,2,P48,Local,N_Addition,4,0.0544,0.0401
971,6,6,19,P48,Local,N_Addition,5,0.1422,0.0982
972,8,2,15,P48,Local,N_Addition,6,0.1177,0.0537
973,1,2,12,P7,Nonlocal_R,Ambient_N,1,0.0520,0.0496
974,1,5,12,P7,Nonlocal_R,Ambient_N,2,0.1276,0.1441
975,3,6,16,P7,Nonlocal_R,Ambient_N,3,NA,NA
976,4,5,18,P7,Nonlocal_R,Ambient_N,4,0.0747,0.0369
977,6,5,3,P7,Nonlocal_R,Ambient_N,5,0.0265,0.0258
978,8,6,20,P7,Nonlocal_R,Ambient_N,6,0.2078,0.0856
979,2,1,17,P7,Nonlocal_R,N_Addition,1,0.2969,0.2813
980,3,5,17,P7,Nonlocal_R,N_Addition,2,0.2236,0.1089
981,5,5,7,P7,Nonlocal_R,N_Addition,3,0.1079,0.1859
982,6,1,4,P7,Nonlocal_R,N_Addition,4,0.1624,0.1172
983,7,4,4,P7,Nonlocal_R,N_Addition,5,0.2274,0.1452
984,9,6,14,P7,Nonlocal_R,N_Addition,6,0.2952,0.2043
985,4,1,12,P7,Nonlocal_U,Ambient_N,1,0.1167,0.1278
986,5,2,6,P7,Nonlocal_U,Ambient_N,2,0.0565,0.0147
987,5,6,12,P7,Nonlocal_U,Ambient_N,3,0.2358,0.1518
988,6,6,11,P7,Nonlocal_U,Ambient_N,4,0.0852,0.0722
989,7,3,16,P7,Nonlocal_U,Ambient_N,5,0.0790,0.0794
990,9,6,20,P7,Nonlocal_U,Ambient_N,6,0.2622,0.1319
991,1,1,10,P7,Nonlocal_U,N_Addition,1,0.1419,0.1346
992,2,1,14,P7,Nonlocal_U,N_Addition,2,0.1283,0.0607
993,2,1,20,P7,Nonlocal_U,N_Addition,3,0.3598,0.1638
994,6,4,17,P7,Nonlocal_U,N_Addition,4,0.0452,0.0675
995,9,3,16,P7,Nonlocal_U,N_Addition,5,0.0277,0.0234
996,9,6,19,P7,Nonlocal_U,N_Addition,6,0.3798,0.1733
997,1,2,6,P7,Local,Ambient_N,1,0.0364,0.0468
998,3,2,14,P7,Local,Ambient_N,2,NA,NA
999,3,6,14,P7,Local,Ambient_N,3,0.2079,0.0733
1000,4,2,4,P7,Local,Ambient_N,4,0.0434,0.0695
1001,5,2,4,P7,Local,Ambient_N,5,0.0535,0.0295
1002,8,6,4,P7,Local,Ambient_N,6,0.1077,0.0693
1003,2,2,9,P7,Local,N_Addition,1,0.3266,0.1645
1004,4,5,9,P7,Local,N_Addition,2,0.1275,0.1256
1005,7,6,5,P7,Local,N_Addition,3,0.1954,0.1567
1006,7,6,8,P7,Local,N_Addition,4,0.4694,0.5028
1007,8,4,14,P7,Local,N_Addition,5,0.3707,0.2290
1008,8,6,3,P7,Local,N_Addition,6,0.1961,0.1967
1009,1,1,9,P10,Nonlocal_R,Ambient_N,1,0.0022,0.0005
1010,1,2,7,P10,Nonlocal_R,Ambient_N,2,NA,NA
1011,2,3,17,P10,Nonlocal_R,Ambient_N,3,0.0222,0.0097
1012,5,3,19,P10,Nonlocal_R,Ambient_N,4,NA,NA
1013,6,5,5,P10,Nonlocal_R,Ambient_N,5,NA,NA
1014,7,3,13,P10,Nonlocal_R,Ambient_N,6,NA,NA
1015,1,1,16,P10,Nonlocal_R,N_Addition,1,NA,NA
1016,4,3,17,P10,Nonlocal_R,N_Addition,2,NA,NA
1017,5,5,10,P10,Nonlocal_R,N_Addition,3,NA,NA
1018,6,6,15,P10,Nonlocal_R,N_Addition,4,0.0573,0.0402
1019,7,1,2,P10,Nonlocal_R,N_Addition,5,NA,NA
1020,8,6,11,P10,Nonlocal_R,N_Addition,6,NA,NA
1021,1,4,18,P10,Nonlocal_U,Ambient_N,1,0.0167,0.0309
1022,2,1,13,P10,Nonlocal_U,Ambient_N,2,NA,NA
1023,3,5,15,P10,Nonlocal_U,Ambient_N,3,0.0087,0.0049
1024,5,4,17,P10,Nonlocal_U,Ambient_N,4,NA,NA
1025,5,6,8,P10,Nonlocal_U,Ambient_N,5,NA,NA
1026,9,3,12,P10,Nonlocal_U,Ambient_N,6,0.0440,0.0305
1027,2,5,15,P10,Nonlocal_U,N_Addition,1,0.0930,0.0319
1028,4,4,8,P10,Nonlocal_U,N_Addition,2,0.0207,0.0219
1029,6,6,7,P10,Nonlocal_U,N_Addition,3,NA,NA
1030,7,2,11,P10,Nonlocal_U,N_Addition,4,0.1703,0.1676
1031,8,3,10,P10,Nonlocal_U,N_Addition,5,0.0822,0.0751
1032,9,4,6,P10,Nonlocal_U,N_Addition,6,0.0587,0.0762
1033,3,5,8,P10,Local,Ambient_N,1,NA,NA
1034,4,1,17,P10,Local,Ambient_N,2,0.0122,0.0133
1035,4,4,13,P10,Local,Ambient_N,3,NA,NA
1036,7,2,3,P10,Local,Ambient_N,4,0.0173,0.0127
1037,8,2,3,P10,Local,Ambient_N,5,0.0131,0.0249
1038,9,5,1,P10,Local,Ambient_N,6,0.0202,0.0101
1039,2,2,16,P10,Local,N_Addition,1,0.0216,0.0201
1040,3,2,3,P10,Local,N_Addition,2,NA,NA
1041,3,4,3,P10,Local,N_Addition,3,NA,NA
1042,6,4,7,P10,Local,N_Addition,4,0.0325,0.0409
1043,8,1,13,P10,Local,N_Addition,5,NA,NA
1044,9,1,13,P10,Local,N_Addition,6,0.1461,0.0552
1045,4,1,1,P12,Nonlocal_R,Ambient_N,1,NA,NA
1046,4,4,1,P12,Nonlocal_R,Ambient_N,2,0.000,0.0088
1047,5,2,8,P12,Nonlocal_R,Ambient_N,3,NA,NA
1048,6,1,19,P12,Nonlocal_R,Ambient_N,4,0.0226,0.0167
1049,7,6,6,P12,Nonlocal_R,Ambient_N,5,0.0068,0.0146
1050,8,2,6,P12,Nonlocal_R,Ambient_N,6,0.000,0.0136
1051,1,6,10,P12,Nonlocal_R,N_Addition,1,NA,NA
1052,2,5,10,P12,Nonlocal_R,N_Addition,2,0.0587,0.0491
1053,3,1,6,P12,Nonlocal_R,N_Addition,3,0.0457,0.0520
1054,3,2,16,P12,Nonlocal_R,N_Addition,4,NA,NA
1055,6,5,12,P12,Nonlocal_R,N_Addition,5,NA,NA
1056,9,6,17,P12,Nonlocal_R,N_Addition,6,0.1758,0.1137
1057,4,3,14,P12,Nonlocal_U,Ambient_N,1,NA,NA
1058,4,4,2,P12,Nonlocal_U,Ambient_N,2,0.0065,0.0033
1059,5,4,4,P12,Nonlocal_U,Ambient_N,3,0.0144,0.0155
1060,6,4,15,P12,Nonlocal_U,Ambient_N,4,NA,NA
1061,8,3,16,P12,Nonlocal_U,Ambient_N,5,0.000,0.0185
1062,8,5,2,P12,Nonlocal_U,Ambient_N,6,0.000,0.0049
1063,1,6,14,P12,Nonlocal_U,N_Addition,1,0.0784,0.0937
1064,2,2,8,P12,Nonlocal_U,N_Addition,2,NA,NA
1065,6,3,2,P12,Nonlocal_U,N_Addition,3,0.0317,0.0282
1066,7,5,7,P12,Nonlocal_U,N_Addition,4,0.1810,0.0468
1067,7,5,8,P12,Nonlocal_U,N_Addition,5,0.1519,0.1181
1068,9,1,19,P12,Nonlocal_U,N_Addition,6,0.1561,0.1357
1069,2,3,1,P12,Local,Ambient_N,1,NA,NA
1070,3,6,11,P12,Local,Ambient_N,2,NA,NA
1071,5,1,5,P12,Local,Ambient_N,3,0.0057,0.0063
1072,7,2,12,P12,Local,Ambient_N,4,NA,NA
1073,8,3,5,P12,Local,Ambient_N,5,NA,NA
1074,9,4,13,P12,Local,Ambient_N,6,0.0243,0.0351
1075,1,2,8,P12,Local,N_Addition,1,0.0925,0.1321
1076,1,3,9,P12,Local,N_Addition,2,NA,NA
1077,2,2,10,P12,Local,N_Addition,3,NA,NA
1078,3,3,7,P12,Local,N_Addition,4,NA,NA
1079,5,2,16,P12,Local,N_Addition,5,NA,NA
1080,9,2,19,P12,Local,N_Addition,6,0.1947,0.1346